trade_id,trade_key,trade_status,position_status,duplicate_reason,blocked_reason,validation_error,strategy,symbol,timeframe,data_symbol,trade_symbol,trading_symbol,security_id,exchange_segment,instrument_type,signal_time,duplicate_signal_key,signal_instance_key,side,price,share_price,strike_price,option_expiry,option_type,option_strike,quantity,execution_type,execution_status,executed_at_utc,reviewed_at_utc,analyzed_at_utc,broker_name,broker_order_id,broker_status,broker_message,broker_response_json,risk_limit_reason,pnl,exit_time,exit_price,exit_reason,adx,amd_phase,backtest_run_at_utc,contract_version,crisis_policy_execution_type,crisis_quantity_scale,crisis_risk_reason,crisis_state,data_end,data_start,entry,entry_price,entry_time,execution_allowed,imbalance_type,indicator_score,macd,macd_signal,market_signal,observation_mode,processed_at_utc,reason,rejection_reason,retest_score,risk_per_unit,risk_reward_ratio,rr_ratio,rsi,score,session_tag,setup_type,source_strategy,source_strategy_version,stop_loss,stoploss,strategy_name,strategy_validation_reasons,strategy_validation_status,structure_score,target,target_price,timestamp,total_score,trade_label,trade_no,trend_alignment,trend_score,trend_strength,validation_reasons,validation_score,validation_status,vwap,vwap_alignment,zone_id,zone_score,zone_type,rejection_category
6e70bbaa-a52e-55dc-9691-b12a5e366a58,a8d3e9adab4f76aaa940,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 06:30:00,INDICATOR|^NSEI|5m|2026-04-01 06:30:00|BUY,INDICATOR|^NSEI|5m|2026-04-01 06:30:00,BUY,22797.6504,22797.6504,,,,,4,PAPER,BLOCKED,,2026-04-01 06:32:12,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,17.65,,2026-04-01 06:32:08,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 06:30:00,2026-03-24 03:45:00,22797.6504,22797.6504,2026-04-01 06:30:00,True,,3.0,14.7102,24.1519,RANGE,True,2026-04-01 06:32:12,buy indicator score=5.00,MAX_OPEN_TRADES,0.0,113.9883,2.0,2.0,55.7,5.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22683.6621,22683.6621,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,23025.6269,23025.6269,2026-04-01 06:30:00,5.0,Trade 89,89,,0.0,WEAK,[],5.0,PASS,22797.6504,,^NSEI_INDICATOR_555c434366e7,2.0,,risk
36ff9db9-f5e7-5bef-8135-d9b5b6dbb367,cc0a9a88b689990127be,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 06:50:00,INDICATOR|^NSEI|5m|2026-04-01 06:50:00|BUY,INDICATOR|^NSEI|5m|2026-04-01 06:50:00,BUY,22826.6992,22826.6992,,,,,4,PAPER,BLOCKED,,2026-04-01 06:51:30,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,20.51,,2026-04-01 06:51:26,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 06:50:00,2026-03-24 03:45:00,22826.6992,22826.6992,2026-04-01 06:50:00,True,,4.0,24.3322,24.2285,NEUTRAL,True,2026-04-01 06:51:30,buy indicator score=8.00,MAX_OPEN_TRADES,0.0,114.1335,2.0,2.0,57.03,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22712.5657,22712.5657,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,23054.9662,23054.9662,2026-04-01 06:50:00,8.0,Trade 90,90,,2.0,MODERATE,[],8.0,PASS,22826.6992,,^NSEI_INDICATOR_0c774787c56b,2.0,,risk
0f121c78-3de5-5450-8f88-b7695d3a13ed,68ab740d02add3b3d3a9,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 07:10:00,INDICATOR|^NSEI|5m|2026-04-01 07:10:00|BUY,INDICATOR|^NSEI|5m|2026-04-01 07:10:00,BUY,22850.9492,22850.9492,,,,,4,PAPER,BLOCKED,,2026-04-01 07:10:55,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,20.83,,2026-04-01 07:10:50,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 07:10:00,2026-03-24 03:45:00,22850.9492,22850.9492,2026-04-01 07:10:00,True,,4.0,24.2183,24.1036,NEUTRAL,True,2026-04-01 07:10:55,buy indicator score=8.00,MAX_OPEN_TRADES,0.0,114.2547,2.0,2.0,60.92,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22736.6945,22736.6945,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,23079.4587,23079.4587,2026-04-01 07:10:00,8.0,Trade 91,91,,2.0,MODERATE,[],8.0,PASS,22850.9492,,^NSEI_INDICATOR_619ca234bc86,2.0,,risk
97fd2d1b-487f-5305-8262-5981c68c3ccc,6a9db3c4403ad887bc4b,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 07:30:00,INDICATOR|^NSEI|5m|2026-04-01 07:30:00|BUY,INDICATOR|^NSEI|5m|2026-04-01 07:30:00,BUY,22864.1992,22864.1992,,,,,4,PAPER,BLOCKED,,2026-04-01 07:30:21,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,23.52,,2026-04-01 07:30:18,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 07:30:00,2026-03-24 03:45:00,22864.1992,22864.1992,2026-04-01 07:30:00,True,,4.0,26.1572,25.1039,NEUTRAL,True,2026-04-01 07:30:21,buy indicator score=8.00,MAX_OPEN_TRADES,0.0,114.321,2.0,2.0,61.19,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22749.8782,22749.8782,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,23092.8412,23092.8412,2026-04-01 07:30:00,8.0,Trade 92,92,,2.0,MODERATE,[],8.0,PASS,22864.1992,,^NSEI_INDICATOR_84bd1e1e941c,2.0,,risk
2dfa758e-3233-58b8-b2ba-f44beaddd22f,f237f1a2ffb76e3bcc3f,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 07:45:00,INDICATOR|^NSEI|5m|2026-04-01 07:45:00|SELL,INDICATOR|^NSEI|5m|2026-04-01 07:45:00,SELL,22840.4492,22840.4492,,,,,4,PAPER,BLOCKED,,2026-04-01 07:49:35,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,23.67,,2026-04-01 07:49:30,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 07:45:00,2026-03-24 03:45:00,22840.4492,22840.4492,2026-04-01 07:45:00,True,,4.0,23.9102,25.308,NEUTRAL,True,2026-04-01 07:49:35,sell indicator score=8.00,MAX_OPEN_TRADES,0.0,114.2022,2.0,2.0,53.18,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22954.6514,22954.6514,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22612.0447,22612.0447,2026-04-01 07:45:00,8.0,Trade 93,93,,2.0,MODERATE,[],8.0,PASS,22840.4492,,^NSEI_INDICATOR_c3392acdd83b,2.0,,risk
14a36151-28fc-5dcd-9572-cc3aa5584c13,a254baa8a368440d5d21,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 08:05:00,INDICATOR|^NSEI|5m|2026-04-01 08:05:00|SELL,INDICATOR|^NSEI|5m|2026-04-01 08:05:00,SELL,22758.75,22758.75,,,,,4,PAPER,BLOCKED,,2026-04-01 08:07:11,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,20.31,,2026-04-01 08:07:05,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 08:05:00,2026-03-24 03:45:00,22758.75,22758.75,2026-04-01 08:05:00,True,,4.0,2.0953,15.9599,NEUTRAL,True,2026-04-01 08:07:11,sell indicator score=8.00,MAX_OPEN_TRADES,0.0,113.7937,2.0,2.0,37.84,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22872.5437,22872.5437,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22531.1625,22531.1625,2026-04-01 08:05:00,8.0,Trade 94,94,,2.0,MODERATE,[],8.0,PASS,22758.75,,^NSEI_INDICATOR_6b60919fc17d,2.0,,risk
6f4483c3-a3ce-5492-865b-0ce17907d223,a89df46c48ace3fefe0a,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 08:25:00,INDICATOR|^NSEI|5m|2026-04-01 08:25:00|SELL,INDICATOR|^NSEI|5m|2026-04-01 08:25:00,SELL,22704.4492,22704.4492,,,,,4,PAPER,BLOCKED,,2026-04-01 08:26:42,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,27.02,,2026-04-01 08:26:37,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 08:25:00,2026-03-24 03:45:00,22704.4492,22704.4492,2026-04-01 08:25:00,True,,4.0,-25.3289,-4.9575,NEUTRAL,True,2026-04-01 08:26:42,sell indicator score=8.00,MAX_OPEN_TRADES,0.0,113.5222,2.0,2.0,35.02,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22817.9714,22817.9714,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22477.4047,22477.4047,2026-04-01 08:25:00,8.0,Trade 95,95,,2.0,MODERATE,[],8.0,PASS,22704.4492,,^NSEI_INDICATOR_cc48e3fb228c,2.0,,risk
8572b658-3b45-59a7-a71f-207e63687e1a,f17d9588bdab876322c5,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 08:45:00,INDICATOR|^NSEI|5m|2026-04-01 08:45:00|SELL,INDICATOR|^NSEI|5m|2026-04-01 08:45:00,SELL,22728.1992,22728.1992,,,,,4,PAPER,BLOCKED,,2026-04-01 08:47:48,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,26.03,,2026-04-01 08:47:13,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 08:45:00,2026-03-24 03:45:00,22728.1992,22728.1992,2026-04-01 08:45:00,True,,4.0,-24.0358,-16.7284,NEUTRAL,True,2026-04-01 08:47:48,sell indicator score=8.00,MAX_OPEN_TRADES,0.0,113.641,2.0,2.0,41.57,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22841.8402,22841.8402,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22500.9172,22500.9172,2026-04-01 08:45:00,8.0,Trade 96,96,,2.0,MODERATE,[],8.0,PASS,22728.1992,,^NSEI_INDICATOR_83ad90ea2fc6,2.0,,risk
1d1e1824-e77c-54b1-bba1-4ab9e8872845,12c435c5b8ec2c272e2d,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 09:05:00,INDICATOR|^NSEI|5m|2026-04-01 09:05:00|SELL,INDICATOR|^NSEI|5m|2026-04-01 09:05:00,SELL,22703.4492,22703.4492,,,,,4,PAPER,BLOCKED,,2026-04-01 09:05:28,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,26.72,,2026-04-01 09:05:24,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 09:05:00,2026-03-24 03:45:00,22703.4492,22703.4492,2026-04-01 09:05:00,True,,4.0,-24.8077,-20.8147,NEUTRAL,True,2026-04-01 09:05:28,sell indicator score=8.00,MAX_OPEN_TRADES,0.0,113.5172,2.0,2.0,38.15,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22816.9664,22816.9664,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22476.4147,22476.4147,2026-04-01 09:05:00,8.0,Trade 97,97,,2.0,MODERATE,[],8.0,PASS,22703.4492,,^NSEI_INDICATOR_e005e5a52ec4,2.0,,risk
ec8923ba-e653-503e-be67-24d4abcf2bae,736a5f7a372d2e1dd419,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 09:25:00,INDICATOR|^NSEI|5m|2026-04-01 09:25:00|SELL,INDICATOR|^NSEI|5m|2026-04-01 09:25:00,SELL,22658.6992,22658.6992,,,,,4,PAPER,BLOCKED,,2026-04-01 09:25:16,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,33.38,,2026-04-01 09:25:11,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 09:25:00,2026-03-24 03:45:00,22658.6992,22658.6992,2026-04-01 09:25:00,True,,4.0,-36.4688,-29.3932,NEUTRAL,True,2026-04-01 09:25:16,sell indicator score=8.00,MAX_OPEN_TRADES,0.0,113.2935,2.0,2.0,34.75,8.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22771.9927,22771.9927,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22432.1122,22432.1122,2026-04-01 09:25:00,8.0,Trade 98,98,,2.0,STRONG,[],8.0,PASS,22658.6992,,^NSEI_INDICATOR_cfa3abdd40d2,2.0,,risk
85169b7a-aed4-5e63-8f64-a137473e5dae,5b327d3cf2d126f9e224,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-01 09:40:00,INDICATOR|^NSEI|5m|2026-04-01 09:40:00|BUY,INDICATOR|^NSEI|5m|2026-04-01 09:40:00,BUY,22684.8008,22684.8008,,,,,4,PAPER,BLOCKED,,2026-04-01 09:43:52,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,32.41,,2026-04-01 09:43:34,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-01 09:40:00,2026-03-24 03:45:00,22684.8008,22684.8008,2026-04-01 09:40:00,True,,3.0,-31.2894,-31.3327,NEUTRAL,True,2026-04-01 09:43:52,buy indicator score=7.00,MAX_OPEN_TRADES,0.0,113.424,2.0,2.0,42.15,7.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22571.3768,22571.3768,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22911.6488,22911.6488,2026-04-01 09:40:00,7.0,Trade 99,99,,2.0,STRONG,[],7.0,PASS,22684.8008,,^NSEI_INDICATOR_82a9e4e9dde0,2.0,,risk
61e03369-afd9-5bb2-bb40-1e1534dc5912,2165ba94078f80c855e6,BLOCKED,,,MAX_OPEN_TRADES,,INDICATOR,^NSEI,5m,^NSEI,^NSEI,,,,,2026-04-02 05:15:00,INDICATOR|^NSEI|5m|2026-04-02 05:15:00|BUY,INDICATOR|^NSEI|5m|2026-04-02 05:15:00,BUY,22207.6992,22207.6992,,,,,4,PAPER,BLOCKED,,2026-04-02 05:19:37,,PAPER,,RISK_LIMIT,Execution blocked by max open trades=1,,max open trades=1,,,,,54.36,,2026-04-02 05:19:31,strict_trade_candidate_v1,PAPER,0.5,opening_gap_crisis,CRISIS,2026-04-02 05:15:00,2026-03-25 03:45:00,22207.6992,22207.6992,2026-04-02 05:15:00,True,,3.0,-97.9563,-113.0264,OVERSOLD,True,2026-04-02 05:19:37,buy indicator score=7.00,MAX_OPEN_TRADES,0.0,111.0385,2.0,2.0,29.14,7.0,,CONTINUATION,Indicator,strict_trade_candidate_v1,22096.6607,22096.6607,INDICATOR,too_few_trades|win_rate_below_threshold|profit_factor_below_threshold|expectancy_not_positive|second_half_expectancy_not_positive|drawdown_not_proven,FAIL,0.0,22429.7762,22429.7762,2026-04-02 05:15:00,7.0,Trade 81,81,,2.0,VERY_STRONG,[],7.0,PASS,22207.6992,,^NSEI_INDICATOR_cc35264bc00c,2.0,,risk
